,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Class
2418,3,3,0,3,2,3,2,2,0,2,0,2,1,0,2,3,2,3,1,1,1,0,0,2,2,1,4,2,1,0,1,0,2,2,1,0,2,0,2,4,2,2,1,1,0,4,2,2,1,1,0,4,2,2,1,1,0,1,0,0,2
2419,1,0,3,0,3,2,3,3,2,0,0,0,0,0,3,2,0,3,1,0,0,0,4,1,0,2,2,0,4,0,4,4,4,0,2,2,0,4,2,4,2,1,0,4,1,0,2,1,4,1,0,4,2,4,0,4,4,4,0,1,2
2420,3,0,1,3,1,1,0,1,3,2,3,1,1,1,3,2,3,1,1,0,4,1,0,1,1,1,1,1,2,2,0,2,0,2,1,1,2,2,1,1,4,1,1,0,4,1,4,1,1,4,2,1,0,2,2,4,1,4,0,2,2
2421,1,1,0,2,3,2,1,1,2,1,1,3,2,2,0,0,0,0,2,1,4,2,1,0,2,1,4,2,2,0,2,4,0,4,5,2,1,0,2,1,1,4,1,4,1,2,2,1,4,2,1,1,0,2,1,4,2,1,2,0,2
2422,4,3,1,1,1,1,3,2,1,3,2,1,2,0,3,2,0,1,1,1,4,2,4,1,2,1,1,0,1,4,4,1,4,2,1,5,2,4,4,1,1,4,2,1,1,0,1,1,2,1,4,2,1,4,2,1,4,2,1,4,2
2423,3,3,1,3,3,0,0,0,1,3,1,1,0,0,1,3,2,2,2,0,0,1,1,1,0,0,0,0,1,0,4,4,1,0,5,5,4,2,1,4,0,0,2,0,2,4,1,4,2,2,4,2,4,4,1,4,0,1,1,0,2
2424,4,1,1,3,2,2,2,3,3,1,0,3,2,1,1,0,3,3,1,4,1,1,4,2,1,1,4,1,0,2,1,1,4,1,1,1,2,0,2,4,0,0,2,1,4,2,2,2,0,0,4,0,1,0,2,2,1,0,1,1,2
2425,0,3,2,0,2,0,2,2,0,0,3,0,2,2,3,3,3,2,2,2,0,0,0,4,0,0,0,4,1,1,4,2,1,4,2,0,1,0,4,4,2,2,0,0,0,1,1,1,1,0,0,2,2,0,0,2,1,1,4,1,2
2426,1,4,2,0,2,0,3,3,1,1,0,2,1,0,3,1,1,3,2,1,0,0,1,1,4,1,1,0,2,4,4,1,4,2,0,0,0,4,0,4,4,4,4,1,0,2,4,4,2,4,0,2,1,4,0,0,2,2,2,1,2
2427,4,3,2,2,0,2,2,2,0,1,1,0,0,0,2,2,1,2,2,1,1,0,2,2,0,4,0,4,0,0,1,4,2,0,1,5,4,1,0,1,1,0,4,2,1,0,0,4,4,4,2,4,2,4,1,4,4,1,1,4,2
2428,3,0,3,1,2,3,2,1,1,0,1,3,2,1,0,1,3,1,1,0,2,1,1,4,2,2,2,1,2,0,1,0,2,0,2,5,2,0,2,0,1,4,1,4,2,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2
2429,3,1,3,2,2,0,0,0,1,1,0,0,0,2,1,0,0,3,1,0,4,1,4,1,4,4,4,0,2,4,2,2,0,0,0,1,4,0,4,4,1,4,4,0,0,0,2,0,0,2,0,4,1,4,4,2,0,4,2,2,2
2430,3,0,0,2,0,0,2,0,2,0,1,2,2,4,3,2,0,2,4,4,4,0,0,2,1,1,0,0,4,1,1,0,4,1,0,1,4,2,0,4,2,0,4,2,0,1,1,4,2,2,0,2,2,1,1,0,4,1,2,1,2
2431,4,1,3,3,3,2,2,0,2,2,0,0,1,0,2,1,3,1,1,1,4,0,2,4,2,2,1,4,4,1,1,4,1,1,2,5,1,4,2,1,0,0,4,2,4,1,1,1,4,4,2,1,0,1,0,2,1,1,1,0,2
2432,4,3,0,0,0,3,0,3,3,0,3,0,3,0,3,0,0,3,0,4,0,2,0,0,4,1,0,0,2,0,2,2,1,1,5,2,4,1,1,0,0,0,0,2,4,1,1,4,1,1,1,0,0,0,2,4,0,4,4,0,2
2433,3,0,1,3,2,2,3,0,0,0,2,3,1,4,3,3,2,0,0,0,0,4,0,4,2,4,2,4,0,0,4,0,4,2,5,0,0,0,0,1,0,4,4,4,4,2,0,1,0,1,1,1,1,1,0,4,0,0,4,0,2
2434,0,4,1,0,3,3,3,2,2,3,0,3,1,0,3,0,0,1,0,0,0,0,4,0,1,2,1,0,0,4,4,4,4,2,2,1,0,4,4,1,0,4,4,4,4,2,0,4,1,0,4,4,4,1,0,0,2,0,0,0,2
2435,0,0,3,2,2,0,1,0,0,2,1,1,3,1,0,3,1,1,1,0,0,0,1,4,1,1,0,4,1,0,1,1,4,4,5,1,0,4,0,4,4,0,0,1,0,1,0,0,0,0,1,4,2,2,2,0,2,4,2,0,2
2436,3,0,2,1,3,1,3,2,3,2,0,1,2,0,3,2,0,1,1,1,2,1,1,0,2,0,2,0,4,1,1,1,0,1,0,1,2,1,1,0,1,0,4,4,1,0,0,0,2,1,1,0,4,2,2,1,1,4,0,1,2
2437,1,1,1,1,0,0,0,2,1,0,0,2,3,2,3,1,0,2,0,0,0,2,0,2,2,2,0,0,1,1,1,0,2,2,0,1,1,0,2,2,0,1,1,0,0,2,1,0,1,2,2,4,1,1,1,1,0,2,2,1,2
2438,4,3,2,0,3,2,3,2,2,3,2,2,1,0,3,0,1,2,1,1,4,2,4,0,2,4,1,1,4,0,2,1,1,0,1,5,1,0,2,2,0,2,2,1,4,2,0,2,2,1,0,2,2,0,2,2,0,4,4,2,2
2439,1,4,2,2,2,1,0,2,2,2,2,2,0,2,3,3,1,0,2,2,2,1,1,1,4,4,0,0,4,2,1,4,1,2,1,1,4,2,1,1,1,1,4,2,0,0,1,0,1,4,2,0,4,2,1,1,4,0,1,4,2
2440,1,1,3,1,0,1,1,0,1,1,0,1,1,0,1,2,3,2,4,1,4,1,1,1,0,1,1,0,2,1,1,4,1,4,2,0,2,1,4,4,1,4,1,0,4,4,1,0,1,0,2,0,2,0,1,0,1,1,1,4,2
2441,4,0,1,0,2,1,1,0,1,1,0,3,2,0,2,0,0,2,2,0,1,0,1,4,1,2,1,4,2,1,1,4,2,2,2,5,2,1,2,0,1,4,2,1,0,1,0,2,1,0,2,4,4,1,1,0,1,0,2,2,2
2442,0,0,3,3,2,0,1,3,2,2,2,2,0,1,2,1,0,2,4,1,4,4,2,4,0,1,4,0,4,2,1,0,1,4,5,5,1,4,4,4,2,1,1,0,0,0,2,2,1,0,0,0,1,2,1,0,2,0,0,1,2
2443,1,1,0,2,3,0,2,3,2,3,1,2,2,2,0,2,1,0,0,2,4,4,1,0,2,1,0,0,0,0,1,4,1,0,0,0,1,1,4,4,4,1,0,2,2,2,4,4,2,4,2,2,0,0,4,1,4,4,2,1,2
2444,1,1,3,1,1,1,1,0,1,1,3,1,1,1,0,1,3,1,4,0,2,2,4,4,1,1,0,2,4,1,0,0,0,4,2,2,0,0,0,4,0,4,2,4,2,2,1,4,4,4,4,1,4,1,0,1,4,1,1,0,2
2445,3,0,1,3,0,1,2,1,1,1,2,1,1,4,1,1,1,2,1,0,2,0,1,1,0,4,2,4,4,1,1,0,4,2,5,5,4,1,4,4,4,4,0,2,2,4,0,4,0,4,1,4,4,4,2,2,0,1,4,4,2
2446,1,4,2,1,0,2,0,1,1,0,2,2,3,2,2,0,1,1,4,2,0,1,4,4,1,4,2,1,4,1,4,2,0,1,1,0,0,2,0,0,0,0,4,1,0,1,4,1,4,4,0,0,2,0,1,1,1,1,0,1,2
2447,3,3,0,2,1,1,3,3,2,2,2,0,2,2,2,2,1,0,0,4,2,2,0,0,1,0,2,4,1,0,1,4,0,4,5,1,0,4,4,1,4,0,2,4,4,1,0,2,1,0,1,4,1,4,2,2,2,0,1,4,2
2448,3,1,1,1,1,0,2,1,3,1,0,1,1,1,0,0,1,0,1,1,0,2,1,4,4,1,4,1,4,0,0,2,0,0,1,1,1,0,2,2,0,4,4,4,1,4,4,2,4,2,0,2,2,4,1,4,1,4,2,4,2
2449,3,0,0,2,2,0,1,3,2,2,2,2,0,0,2,0,1,3,2,2,0,4,2,0,2,0,0,2,2,2,4,0,2,0,0,2,0,2,2,2,4,2,2,2,4,2,4,2,2,2,0,4,2,2,2,2,0,2,2,2,2
2450,0,3,0,3,0,2,0,2,2,0,3,2,0,1,0,3,3,2,2,0,0,2,2,0,2,2,2,1,0,2,0,0,0,4,2,0,0,4,2,0,0,1,4,4,0,4,2,2,0,2,1,0,2,0,1,1,4,1,2,2,2
2451,0,3,1,2,2,1,3,2,2,1,0,3,0,1,1,3,3,1,1,1,0,1,4,1,0,1,2,2,0,2,2,1,1,0,5,1,1,0,2,2,1,1,4,4,2,4,4,4,2,0,2,1,2,2,2,2,1,2,0,2,2
2452,0,4,3,2,2,3,2,2,1,0,2,0,0,2,0,2,2,0,0,2,0,4,4,4,1,4,2,0,0,2,0,2,4,2,1,0,2,1,4,2,1,1,4,2,0,0,1,1,2,0,2,1,1,1,4,2,1,1,2,0,2
2453,4,1,3,3,3,0,1,3,0,0,0,0,1,4,0,1,0,0,0,0,4,4,0,2,1,4,2,2,2,4,2,4,2,2,5,2,2,1,0,1,0,4,2,1,1,4,2,4,0,0,4,1,1,1,0,2,0,4,0,4,2
2454,1,1,3,1,0,1,3,1,1,1,0,1,3,1,3,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,4,4,2,2,1,1,1,0,4,1,1,0,4,2,2,1,2,2,1,0,4,1,4,4,2,2,2,1,1,0,2
2455,0,0,1,1,3,2,0,3,2,0,0,1,0,4,1,0,1,1,1,2,2,2,2,4,4,1,4,2,4,1,1,2,1,0,5,1,2,0,2,0,0,2,0,0,1,0,0,4,2,0,2,1,4,1,4,2,4,4,0,1,2
2456,4,4,2,1,3,1,3,2,1,0,2,2,3,2,1,2,1,1,4,1,1,4,2,2,2,0,2,4,2,2,4,2,4,1,1,0,0,2,2,2,1,1,0,2,1,1,1,0,1,2,1,4,2,2,4,2,2,4,2,0,2
2457,4,4,1,2,1,3,3,3,1,1,3,1,3,2,2,3,3,3,2,0,0,0,2,1,1,4,1,4,2,2,0,0,0,0,1,5,1,0,2,2,0,4,4,1,4,1,0,1,2,0,1,4,1,4,0,1,1,0,4,2,2
2458,0,1,0,2,2,0,0,1,1,0,3,2,0,4,2,1,3,2,2,1,0,4,1,4,2,1,4,1,0,2,1,4,4,1,5,2,0,2,2,0,0,2,1,1,4,1,0,0,2,0,0,0,1,4,4,4,1,0,0,4,2
2459,4,0,2,2,1,3,1,1,0,2,1,0,2,2,1,3,2,2,1,4,1,0,2,2,1,4,4,1,0,4,4,1,1,0,5,2,2,4,1,1,4,1,4,2,4,4,2,2,4,4,1,1,4,0,2,4,0,2,1,0,2
2460,0,4,2,1,1,3,3,2,0,3,0,3,0,2,2,3,0,3,0,2,2,1,0,4,0,4,4,4,0,0,2,4,4,4,0,5,4,0,4,2,0,0,4,4,4,4,2,1,4,2,0,4,0,4,0,2,2,0,4,2,2
2461,1,1,2,1,2,2,1,0,1,0,2,0,2,1,1,0,2,2,2,2,1,1,0,0,1,1,1,4,0,1,1,1,0,2,1,5,1,1,1,0,1,2,1,4,1,4,2,2,2,0,4,1,1,2,4,1,4,2,1,1,2
2462,3,3,1,2,1,2,1,3,2,1,2,2,0,2,1,2,2,0,2,1,1,2,1,2,2,1,4,1,2,0,1,2,2,1,2,2,4,2,1,2,1,4,2,2,1,2,2,1,2,0,2,4,2,4,0,4,2,1,0,2,2
2463,3,3,1,3,3,3,2,0,2,0,0,2,2,2,3,2,2,0,1,0,2,0,2,2,1,4,1,1,4,0,2,1,1,1,1,0,1,1,0,2,2,2,0,4,2,1,4,4,0,2,1,1,0,0,2,1,0,2,4,1,2
2464,3,3,3,2,2,1,1,0,1,1,2,1,1,0,2,0,2,1,4,1,1,4,2,2,1,2,0,1,0,4,1,4,4,2,2,1,2,4,2,2,1,0,2,1,1,4,1,4,4,2,0,1,4,1,4,2,0,1,4,1,2
2465,0,3,2,0,2,1,0,0,0,3,2,0,0,0,1,0,2,1,1,0,0,1,4,1,1,0,1,4,2,1,1,4,1,1,1,1,1,0,4,2,1,1,0,2,0,0,2,2,4,2,1,1,4,2,4,1,2,0,2,1,2
2466,3,3,2,0,2,1,0,2,2,0,2,2,0,2,0,0,2,0,4,2,1,2,2,0,2,2,1,0,2,2,0,2,2,0,2,0,4,2,0,4,2,4,2,2,2,0,2,4,0,2,2,0,2,2,0,2,0,0,2,0,2
2467,1,4,2,2,0,1,0,1,0,1,2,1,1,1,0,2,2,3,4,2,4,0,2,2,4,2,0,0,1,2,1,4,0,4,2,2,1,4,1,1,0,0,2,0,0,2,0,2,1,0,4,2,2,4,1,0,4,4,1,4,2
2468,3,3,1,2,1,3,3,3,2,3,1,3,2,2,2,0,2,2,1,2,2,4,4,0,1,4,2,0,0,2,1,0,2,2,1,0,4,2,0,0,2,2,0,2,2,2,0,2,1,0,2,2,2,0,2,0,2,4,2,2,2
2469,3,3,1,3,1,0,1,2,3,3,2,1,0,4,3,1,1,3,2,4,4,2,2,0,1,0,2,4,2,1,4,2,4,1,1,5,2,2,0,2,0,2,4,4,2,4,4,1,4,4,0,4,0,1,0,4,1,0,1,0,2
2470,0,3,2,3,3,1,0,0,1,0,3,1,2,2,3,2,2,1,1,1,1,0,1,0,4,1,1,4,1,1,0,4,4,1,1,1,0,4,1,4,4,2,4,2,1,4,1,1,4,0,1,4,4,1,4,4,4,2,0,4,2
2471,1,0,2,2,1,0,2,2,2,2,3,2,2,2,0,2,0,2,1,1,0,2,1,4,1,4,1,4,1,4,0,1,1,1,2,2,1,1,1,0,2,0,2,0,1,1,1,1,4,4,1,1,4,4,4,1,1,4,1,4,2
2472,3,1,2,0,1,1,3,1,3,0,1,1,3,1,0,0,3,2,0,1,4,0,1,4,2,1,1,0,1,1,2,1,2,2,1,5,4,2,1,2,2,1,4,2,1,1,1,0,1,1,0,2,1,0,0,1,0,0,1,2,2
2473,0,1,1,3,3,3,2,3,3,2,2,3,3,2,3,0,0,0,4,1,4,2,4,1,4,4,0,1,1,0,0,4,2,2,5,2,2,4,4,4,2,4,4,1,1,1,4,1,1,4,2,0,0,1,0,2,4,4,4,4,2
2474,1,0,1,1,0,2,1,0,1,2,0,2,1,2,3,0,3,2,2,2,1,4,0,1,1,0,2,1,4,2,1,0,4,2,2,0,2,1,0,2,0,2,2,4,2,0,0,1,2,2,4,2,2,2,1,4,1,1,1,0,2
2475,3,1,3,1,3,3,3,0,3,2,1,0,1,0,2,2,1,1,0,2,0,2,1,0,0,0,0,2,2,1,0,0,2,0,1,2,2,1,4,2,2,1,4,4,2,2,4,2,0,2,2,0,2,1,0,2,1,2,1,4,2
2476,4,4,3,3,0,2,0,1,0,3,3,0,1,0,1,1,0,0,0,0,2,1,0,1,0,4,2,1,1,2,4,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,4,0,0,0,4,4,2,2,4,2,2,0,4,4,2
2477,3,0,0,2,3,1,0,0,0,1,0,3,3,4,1,0,0,0,2,4,4,4,2,2,0,4,4,2,1,0,4,1,0,0,2,5,2,2,1,0,4,2,4,2,1,4,2,4,2,0,1,1,0,4,4,4,0,4,0,0,2
2478,4,4,1,2,3,1,0,1,3,0,3,1,3,1,1,3,1,3,1,1,0,1,4,2,2,1,1,0,1,2,1,0,2,0,5,1,1,1,4,1,0,2,2,1,2,2,4,2,2,2,2,2,1,2,2,1,2,4,0,1,2
2479,3,4,1,3,2,0,3,1,1,1,1,1,3,2,0,1,1,1,0,2,1,0,1,1,1,1,1,4,1,1,2,1,0,2,2,5,2,1,1,2,4,2,1,1,1,1,4,1,0,4,1,1,0,2,4,1,4,1,2,2,2
2480,1,0,1,0,0,1,3,3,2,3,3,3,2,0,1,2,0,1,2,0,0,0,0,1,0,1,0,2,1,1,1,0,2,4,5,5,2,4,4,1,0,4,2,4,1,0,2,4,2,0,2,0,2,1,4,4,1,1,1,0,2
2481,3,3,3,3,2,0,0,3,3,2,3,0,0,0,3,2,1,3,1,0,2,2,0,4,4,4,2,4,4,4,0,0,4,4,0,0,2,2,0,4,2,1,0,2,2,0,0,0,2,2,4,2,0,4,0,4,0,1,1,2,2
2482,0,3,3,0,3,3,2,3,1,1,1,3,0,2,1,3,2,3,0,1,4,4,0,2,4,0,4,2,1,0,0,0,4,2,0,0,2,4,4,4,2,2,1,1,4,4,2,0,2,4,4,4,1,1,1,4,4,4,4,1,2
2483,1,3,3,2,2,0,2,2,1,1,2,0,1,0,3,1,0,0,1,2,2,1,1,4,2,1,2,1,0,2,2,2,4,2,1,5,2,2,0,4,2,0,2,1,4,2,0,1,1,1,4,2,2,1,1,0,2,2,0,1,2
2484,3,0,0,3,2,1,3,3,0,2,3,2,1,1,1,3,1,0,1,4,4,1,4,4,1,4,1,4,1,4,1,4,1,4,1,5,0,4,0,1,1,0,4,1,4,2,0,2,1,0,1,1,1,0,4,4,2,1,4,1,2
2485,1,1,2,3,2,2,3,1,0,2,1,0,2,1,0,2,1,0,1,2,0,1,4,4,1,1,2,1,1,4,1,1,2,1,0,2,2,4,2,2,1,4,0,4,2,2,0,2,2,0,2,2,4,4,0,1,2,2,1,2,2
2486,4,4,1,3,1,1,3,3,1,3,0,1,1,0,1,3,1,0,2,1,4,2,4,0,4,2,2,0,0,4,2,2,2,2,2,5,0,0,1,1,1,4,0,1,0,2,2,4,0,0,0,2,2,2,1,2,0,2,4,2,2
2487,3,0,0,2,0,3,2,0,0,0,3,3,0,0,1,1,2,1,1,2,1,0,1,0,2,1,4,2,1,4,2,0,2,0,0,5,2,0,2,4,4,4,2,4,2,2,4,1,1,4,2,0,0,2,0,0,2,2,0,4,2
2488,3,0,1,0,3,1,2,0,2,0,3,1,2,1,1,0,1,1,4,0,1,1,2,1,0,0,0,1,4,2,1,4,2,2,0,2,2,2,1,2,0,2,2,0,2,4,0,1,0,2,0,0,4,2,4,1,4,2,2,0,2
2489,1,1,3,2,2,0,2,2,0,2,0,1,1,0,0,0,2,2,4,1,2,1,4,0,1,4,2,1,0,4,2,1,0,2,1,5,2,2,1,1,1,0,2,0,4,1,1,0,2,2,0,2,0,4,2,0,4,4,2,2,2
2490,1,4,0,1,0,0,2,1,0,1,3,2,0,0,2,1,3,2,4,2,1,1,2,1,1,0,2,1,4,1,4,1,0,2,5,1,1,1,0,1,0,2,1,4,1,4,1,0,2,2,1,1,1,1,4,1,4,1,4,2,2
2491,3,3,1,1,3,1,2,2,1,2,1,1,3,1,2,1,2,2,1,1,2,1,2,1,2,4,2,2,1,1,2,4,2,1,2,1,4,1,4,2,1,1,4,0,4,2,2,2,2,2,1,1,1,2,2,4,2,2,2,1,2
2492,0,3,2,3,2,2,1,1,0,1,1,0,0,1,0,2,1,2,0,2,1,4,2,2,4,2,1,0,2,0,2,1,2,2,1,0,0,2,0,2,1,2,0,2,0,4,4,4,1,2,2,0,2,1,4,1,4,2,2,1,2
2493,0,4,3,2,3,3,2,0,0,3,0,3,2,0,0,2,1,0,4,4,1,1,1,1,0,0,0,1,1,4,2,0,0,1,0,1,1,0,2,1,0,2,4,2,2,0,4,1,4,0,4,0,4,2,0,0,1,0,2,0,2
2494,3,3,1,0,2,3,2,2,1,2,2,1,2,2,1,2,0,0,2,2,4,2,2,1,2,2,1,2,2,1,4,1,2,2,1,1,0,2,4,0,1,4,1,1,1,2,2,1,1,1,1,1,2,1,1,0,4,4,4,1,2
2495,3,4,2,0,2,2,3,3,3,2,3,3,3,1,3,0,1,1,0,2,4,4,0,4,4,1,1,2,2,0,2,4,0,0,1,1,0,2,0,4,0,0,0,2,0,2,0,4,2,1,1,1,4,1,4,2,4,4,4,1,2
2496,0,0,0,3,0,3,0,0,0,3,1,2,2,0,2,2,2,2,0,0,2,4,2,1,4,4,1,4,1,4,2,4,4,4,5,2,2,2,0,4,4,4,4,2,4,0,0,0,4,1,4,4,1,4,1,0,2,2,4,4,2
2497,0,0,3,1,0,3,2,1,1,2,3,2,2,4,2,3,1,3,1,2,2,0,4,2,2,0,4,0,0,2,2,4,2,2,0,0,1,2,1,1,4,2,0,0,0,1,0,2,2,4,2,1,4,2,1,4,1,1,0,1,2
2498,3,3,2,1,3,3,1,3,1,1,0,2,3,4,2,1,3,0,2,1,4,4,4,1,0,2,4,4,4,1,4,4,0,2,1,1,1,4,2,4,2,1,0,2,0,2,1,1,1,2,0,2,4,2,1,2,1,2,1,4,2
2499,3,0,0,2,1,0,2,3,3,2,1,3,0,0,3,2,0,0,2,4,0,4,4,2,0,0,0,0,4,2,2,0,2,0,5,2,1,1,4,0,2,1,0,1,1,1,1,0,1,0,2,1,0,2,4,4,0,1,0,2,2
2500,3,0,2,1,3,2,1,0,2,1,0,2,3,1,2,1,2,1,0,4,1,1,2,1,0,4,1,2,0,1,0,2,1,1,5,1,4,1,4,2,1,1,1,0,2,1,4,1,0,2,1,1,0,2,1,4,1,1,0,2,2
2501,4,3,0,1,0,0,3,0,2,1,1,1,3,2,3,2,1,3,2,1,0,2,2,0,0,4,2,2,2,4,0,0,1,4,2,1,1,0,1,4,2,0,1,0,4,1,0,2,0,2,4,0,0,1,4,1,4,4,0,0,2
2502,1,1,0,2,1,3,1,1,0,1,3,1,1,2,1,3,2,3,1,2,1,1,1,0,1,1,1,2,1,0,4,1,0,1,1,1,2,2,1,4,2,1,0,2,2,0,2,0,0,2,2,0,2,2,0,1,1,4,2,1,2
2503,4,3,3,2,2,0,1,0,0,2,3,0,1,0,0,1,2,3,2,0,2,1,2,2,1,0,1,1,0,0,1,2,2,2,0,1,1,4,2,1,1,4,2,1,4,2,2,1,1,0,2,1,0,4,2,2,2,2,1,4,2
2504,0,0,2,0,0,3,2,1,3,3,0,1,0,0,3,0,0,0,1,4,1,4,1,1,4,1,1,0,2,2,2,4,1,4,5,1,1,4,2,2,0,4,1,0,1,0,0,1,2,1,1,1,4,1,1,1,1,2,0,1,2
2505,0,1,3,0,0,0,3,0,3,1,3,1,0,0,1,3,3,1,0,1,2,2,1,1,4,1,0,2,0,2,0,0,4,0,1,1,0,2,4,1,2,2,2,4,1,0,4,2,1,0,2,1,0,4,1,0,0,4,0,4,2
2506,3,3,0,1,0,3,3,1,2,0,0,1,0,2,0,2,3,3,1,0,0,2,0,0,2,1,0,4,4,0,4,2,2,1,5,0,4,4,1,1,1,4,0,4,0,4,4,1,0,2,1,0,0,4,4,0,0,0,4,1,2
2507,3,3,0,2,1,3,2,2,0,2,2,0,1,0,1,0,2,1,0,1,0,4,4,2,2,0,0,0,4,1,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,2,4,0,0,0,0,0,1,0,2,2,0,0,4,4,2
2508,4,4,2,0,0,1,3,1,3,1,3,2,0,2,0,3,0,0,0,1,2,2,0,2,0,4,2,1,0,2,2,2,4,1,0,0,0,1,4,0,1,0,4,0,0,0,4,2,1,1,0,2,1,4,0,4,0,4,4,2,2
2509,1,3,2,1,3,2,3,1,3,0,1,0,1,4,3,2,1,3,1,4,0,4,4,4,1,1,4,2,1,4,2,1,2,1,1,0,2,1,1,1,1,0,2,2,1,1,4,2,2,0,0,2,2,0,1,1,2,1,4,4,2
2510,1,4,2,0,1,1,3,3,0,0,2,3,1,0,3,1,3,2,1,1,4,2,1,1,4,1,2,2,1,1,4,1,1,1,0,0,0,2,4,2,1,4,0,2,2,0,4,4,0,1,0,2,2,4,2,4,2,0,2,1,2
2511,0,4,1,1,3,2,1,3,2,0,1,2,2,0,0,0,3,3,2,4,1,0,1,1,1,0,1,2,2,1,1,2,1,0,5,1,1,1,4,4,0,1,1,1,0,2,2,2,0,4,2,0,1,1,0,0,1,1,1,2,2
2512,4,1,0,2,0,0,3,1,3,2,0,0,0,1,3,3,3,2,4,0,2,1,4,2,1,0,4,1,4,1,1,4,1,4,0,5,1,4,4,1,4,1,0,2,2,2,2,4,0,4,2,0,2,4,1,1,0,0,1,2,2
2513,0,0,2,2,0,1,0,1,2,2,2,1,0,2,1,0,2,0,1,0,2,4,2,2,4,1,0,2,4,1,1,4,4,4,1,5,4,2,2,1,4,1,4,2,1,4,2,0,1,0,1,4,1,2,0,2,1,1,1,0,2
2514,0,4,0,3,3,3,3,0,0,2,0,3,2,2,0,1,3,2,2,2,0,0,0,0,0,1,0,4,1,0,0,1,4,1,1,5,2,0,0,2,4,4,0,2,0,0,0,4,0,0,2,0,0,4,2,2,4,4,4,2,2
2515,4,4,1,1,3,3,0,1,0,2,1,1,3,2,1,0,1,3,1,4,2,0,4,2,4,4,2,2,1,0,1,0,2,2,1,5,2,4,0,4,0,4,1,0,4,2,1,0,2,0,1,1,0,4,4,4,4,1,4,4,2
2516,0,0,2,0,3,1,0,1,3,2,3,0,2,4,2,2,2,3,2,4,4,2,2,0,1,0,0,2,4,4,2,2,4,0,5,2,2,1,2,4,2,4,2,1,4,0,4,1,0,2,1,0,4,4,1,4,2,2,2,0,2
2517,4,1,1,1,1,2,0,2,1,1,1,3,1,0,2,1,0,1,0,2,1,0,2,1,4,2,1,2,0,2,0,2,0,4,1,5,4,1,0,0,1,0,4,2,2,1,2,0,2,2,2,0,4,1,0,2,1,2,1,0,2
2518,4,3,2,1,0,3,3,3,0,1,3,3,3,1,3,1,3,1,0,4,2,0,4,4,0,1,0,0,0,2,2,1,4,1,1,0,1,0,0,2,4,1,0,4,1,0,4,1,4,1,2,4,2,4,1,4,0,2,2,0,2
2519,4,3,2,0,0,3,3,3,0,0,2,3,0,4,2,0,3,3,4,1,0,0,4,4,1,4,4,1,0,0,4,2,1,4,2,5,0,1,4,1,4,0,1,1,2,1,4,0,0,0,2,2,0,2,1,0,2,4,4,2,2
2520,3,1,3,0,3,3,2,2,0,2,2,0,3,1,3,3,2,0,0,0,2,2,1,4,2,4,4,2,4,4,0,4,1,1,5,5,1,4,2,4,2,2,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,4,2,4,2
2521,0,3,0,1,1,1,1,0,3,1,3,1,3,4,0,0,0,0,0,0,4,2,0,0,4,4,4,2,2,1,1,0,2,0,1,0,1,0,2,2,4,2,1,1,4,1,0,1,2,1,1,4,2,4,0,0,4,1,1,1,2
2522,3,0,3,0,1,3,2,1,3,1,0,0,3,2,2,1,0,1,0,2,0,1,1,2,2,0,0,2,0,4,4,2,4,2,5,0,4,2,0,0,2,2,4,1,1,4,2,0,2,1,4,2,0,0,1,1,0,1,2,1,2
2523,0,3,2,1,0,1,1,3,1,3,1,1,2,2,2,1,0,1,1,1,1,1,0,0,4,1,2,1,0,4,1,4,4,1,5,5,1,0,2,1,2,0,1,0,4,1,1,0,1,4,4,4,2,2,2,0,0,1,0,4,2
2524,4,3,0,1,3,2,1,2,2,2,2,0,1,2,2,1,3,1,4,2,0,1,2,0,2,2,0,2,2,0,1,4,2,1,0,2,1,0,4,1,2,0,1,1,1,1,0,0,2,1,4,2,0,1,1,0,2,1,4,2,2
2525,0,3,2,3,2,3,2,1,0,3,1,0,1,1,3,3,3,2,0,1,1,0,2,2,1,4,2,0,1,1,4,2,0,1,1,0,4,1,0,0,2,1,4,2,1,1,0,2,0,1,2,2,0,1,0,4,2,0,0,4,2
2526,4,1,0,2,1,3,3,1,3,3,3,2,0,0,0,3,3,2,2,2,1,1,0,2,2,1,1,1,2,0,4,1,1,1,1,5,2,2,4,4,1,0,4,2,2,4,2,2,1,4,2,0,2,4,4,4,4,4,1,0,2
